TS,VEJNAVN,ÅR,KATEGORI,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2014,"LASTBILER, 4 - flere aksler",7,9,11,15,12,7,11,8,7,5,1,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2014,MOTORCYKLER,22,16,12,6,5,9,9,16,23,13,21,10
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2014,PERSONBILER,921,999,648,557,483,667,664,739,994,1134,918,707
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2014,"VAREVOGNE (MAX. 3,5 T)",270,277,216,217,176,185,201,261,244,157,125,108
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,A+B: KØRETØJER I ALT,1332,1278,934,848,883,936,995,1132,1330,1329,1077,863
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,A: LET TRAFIK I ALT,1241,1207,861,790,820,876,934,1069,1283,1284,1036,834
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,ANDRE BUSSER,8,5,6,3,2,3,3,4,3,6,3,3
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,B: TUNG TRAFIK I ALT,91,71,73,58,63,60,61,63,47,45,41,29
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,BUSSER I FAST RUTE,29,27,24,21,19,23,23,22,26,28,30,23
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,CYKLER + KNALLERTER,644,491,139,128,111,146,127,310,492,602,362,233
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,CYKLER + KNALLERTER I ALT,645,493,140,130,113,146,127,311,494,607,366,235
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,LADCYKLER,1,2,1,2,2,0,0,1,2,5,4,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,"LASTBILER, 2 aksler",23,17,17,12,11,11,17,13,6,4,3,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,"LASTBILER, 3 aksler",8,4,6,5,8,2,7,2,1,0,0,0
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,"LASTBILER, 4 - flere aksler",23,18,20,17,23,21,11,22,11,7,5,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,MOTORCYKLER,13,16,8,9,7,6,5,20,17,16,22,15
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,PERSONBILER,945,958,648,576,617,673,725,814,1028,1105,881,724
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2016,"VAREVOGNE (MAX. 3,5 T)",283,233,205,205,196,197,204,235,238,163,133,95
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,A+B: KØRETØJER I ALT,1527,1424,994,841,930,974,1050,1177,1487,1447,1232,940
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,A: LET TRAFIK I ALT,1446,1353,926,777,880,920,1000,1121,1442,1406,1194,904
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,ANDRE BUSSER,4,2,4,4,5,4,3,2,1,3,4,5
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,B: TUNG TRAFIK I ALT,81,71,68,64,50,54,50,56,45,41,38,36
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,BUSSER I FAST RUTE,29,31,28,20,19,19,25,29,25,28,26,24
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,CYKLER + KNALLERTER,434,327,95,74,70,85,99,165,253,299,219,111
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,CYKLER + KNALLERTER I ALT,437,331,97,76,74,89,100,172,258,301,223,113
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,LADCYKLER,3,4,2,2,4,4,1,7,5,2,4,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,"LASTBILER, 2 aksler",25,16,12,10,10,13,14,7,10,7,3,3
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,"LASTBILER, 3 aksler",5,3,7,14,4,5,1,9,3,1,0,3
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,"LASTBILER, 4 - flere aksler",18,19,17,16,12,13,7,9,6,2,5,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,MOTORCYKLER,13,0,4,1,1,3,5,7,6,3,3,4
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,PERSONBILER,1095,1080,686,556,646,700,741,862,1204,1235,1042,799
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2017,"VAREVOGNE (MAX. 3,5 T)",338,273,236,220,233,217,254,252,232,168,149,101
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,A+B: KØRETØJER I ALT,1273,1232,872,794,888,912,920,1128,1402,1411,1115,871
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,A: LET TRAFIK I ALT,1203,1158,817,736,840,864,875,1085,1354,1372,1070,842
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,ANDRE BUSSER,7,6,4,4,2,1,1,0,0,2,0,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,B: TUNG TRAFIK I ALT,70,74,55,58,48,48,45,43,48,39,45,29
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,BUSSER I FAST RUTE,27,28,22,22,19,19,23,24,31,27,30,24
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,CYKLER + KNALLERTER,610,463,151,128,129,124,201,307,488,536,427,219
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,CYKLER + KNALLERTER I ALT,616,470,158,129,135,128,205,309,492,547,429,226
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,LADCYKLER,6,7,7,1,6,4,4,2,4,11,2,7
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,"LASTBILER, 2 aksler",21,19,12,18,14,10,13,8,3,4,5,0
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,"LASTBILER, 3 aksler",4,4,7,4,4,7,2,2,2,0,3,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,"LASTBILER, 4 - flere aksler",11,17,10,10,9,11,6,9,12,6,7,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,MOTORCYKLER,15,9,4,8,16,6,12,11,15,11,10,11
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,PERSONBILER,886,916,616,548,641,650,669,870,1090,1216,935,739
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2018,"VAREVOGNE (MAX. 3,5 T)",302,233,197,180,183,208,194,204,249,145,125,92
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,A+B: KØRETØJER I ALT,1307,1191,893,815,917,870,973,1190,1409,1357,1143,867
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,A: LET TRAFIK I ALT,1239,1130,837,759,867,826,934,1141,1365,1314,1105,837
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,ANDRE BUSSER,9,3,1,1,3,0,2,3,0,4,3,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,B: TUNG TRAFIK I ALT,68,61,56,56,50,44,39,49,44,43,38,30
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,BUSSER I FAST RUTE,28,28,26,21,18,17,18,25,26,27,30,23
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,CYKLER + KNALLERTER,450,372,122,95,79,80,126,219,321,400,283,135
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,CYKLER + KNALLERTER I ALT,458,383,125,102,81,81,129,223,330,404,291,137
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,LADCYKLER,8,11,3,7,2,1,3,4,9,4,8,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,"LASTBILER, 2 aksler",14,14,5,11,6,11,11,8,6,4,2,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,"LASTBILER, 3 aksler",4,5,6,5,5,7,0,3,1,0,1,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,"LASTBILER, 4 - flere aksler",13,11,18,18,18,9,8,10,11,8,2,4
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,MOTORCYKLER,2,5,3,1,5,4,7,2,8,9,8,8
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,PERSONBILER,1024,987,668,568,671,631,753,924,1148,1160,964,744
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2019,"VAREVOGNE (MAX. 3,5 T)",213,138,166,190,191,191,174,215,209,145,133,85
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,A+B: KØRETØJER I ALT,1061,1048,915,862,987,1079,1160,1221,1452,1364,1211,1060
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,A: LET TRAFIK I ALT,1000,999,864,813,956,1040,1109,1182,1407,1328,1184,1034
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,ANDRE BUSSER,2,8,3,1,3,4,2,1,6,7,1,0
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,B: TUNG TRAFIK I ALT,61,49,51,49,31,39,51,39,45,36,27,26
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,BUSSER I FAST RUTE,23,23,19,18,14,16,18,21,22,23,22,20
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,CYKLER + KNALLERTER,495,620,231,194,229,279,271,350,508,568,449,309
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,CYKLER + KNALLERTER I ALT,504,628,235,199,235,288,277,362,524,580,465,326
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,LADCYKLER,9,8,4,5,6,9,6,12,16,12,16,17
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,"LASTBILER, 2 aksler",16,3,8,13,6,6,15,6,3,1,3,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,"LASTBILER, 3 aksler",9,5,6,2,3,7,5,1,3,3,1,3
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,"LASTBILER, 4 - flere aksler",11,10,15,15,5,6,11,10,11,2,0,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,MOTORCYKLER,15,14,6,8,10,7,17,15,16,21,23,27
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,PERSONBILER,761,800,666,649,730,865,899,956,1188,1178,1070,933
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2020,"VAREVOGNE (MAX. 3,5 T)",224,185,192,156,216,168,193,211,203,129,91,74
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,A+B: KØRETØJER I ALT,1107,1178,903,784,908,968,981,1109,1379,1361,1191,921
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,A: LET TRAFIK I ALT,1045,1119,852,739,874,933,943,1072,1337,1322,1166,901
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,ANDRE BUSSER,11,4,5,1,2,1,0,0,0,6,0,0
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,B: TUNG TRAFIK I ALT,62,59,51,45,34,35,38,37,42,39,25,20
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,BUSSER I FAST RUTE,21,19,20,17,15,16,18,21,24,24,22,19
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,CYKLER + KNALLERTER,530,435,186,128,136,177,176,291,424,523,349,210
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,CYKLER + KNALLERTER I ALT,544,453,196,134,144,184,182,300,435,547,360,220
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,LADCYKLER,14,18,10,6,8,7,6,9,11,24,11,10
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,"LASTBILER, 2 aksler",13,19,11,12,5,9,13,8,7,5,0,0
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,"LASTBILER, 3 aksler",8,9,5,6,6,2,6,5,1,2,0,0
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,"LASTBILER, 4 - flere aksler",9,8,10,9,6,7,1,3,10,2,3,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,MOTORCYKLER,13,3,12,1,5,5,7,6,20,16,15,3
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,PERSONBILER,784,907,640,578,695,746,739,864,1101,1178,1049,818
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2021,"VAREVOGNE (MAX. 3,5 T)",248,209,200,160,174,182,197,202,216,128,102,80
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,A+B: KØRETØJER I ALT,1203,1240,945,866,896,901,945,1079,1197,1250,1057,779
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,A: LET TRAFIK I ALT,1137,1153,877,817,842,837,891,1033,1159,1207,1027,745
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,ANDRE BUSSER,5,7,4,2,1,3,1,4,1,4,2,3
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,B: TUNG TRAFIK I ALT,66,87,68,49,54,64,54,46,38,43,30,34
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,BUSSER I FAST RUTE,29,30,23,21,21,19,22,23,26,25,25,26
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,CYKLER + KNALLERTER,483,362,122,74,85,107,134,159,326,424,281,160
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,CYKLER + KNALLERTER I ALT,487,363,124,75,87,107,135,161,328,434,282,161
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,LADCYKLER,4,1,2,1,2,0,1,2,2,10,1,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,"LASTBILER, 2 aksler",18,24,18,7,18,10,16,9,5,8,1,4
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,"LASTBILER, 3 AKSLER",2,5,6,5,5,4,4,3,1,1,0,0
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,"LASTBILER, 4 - flere aksler",12,21,17,14,9,28,11,7,5,5,2,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,MOTORCYKLER,12,17,8,5,8,5,7,12,13,14,13,11
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,PERSONBILER,849,875,652,620,629,626,671,786,936,1034,868,643
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2015,"VAREVOGNE (MAX. 3,5 T)",276,261,217,192,205,206,213,235,210,159,146,91
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,A+B: KØRETØJER I ALT,1184,1162,793,780,831,884,943,1132,1405,1309,1072,858
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,A: LET TRAFIK I ALT,1112,1103,741,726,785,841,892,1081,1359,1263,1036,826
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,ANDRE BUSSER,11,3,2,1,1,1,3,3,3,8,3,3
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,B: TUNG TRAFIK I ALT,72,59,52,54,46,43,51,51,46,46,36,32
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,BUSSER I FAST RUTE,29,30,27,25,22,25,28,26,35,31,30,26
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,CYKLER + KNALLERTER,644,511,182,120,115,173,181,302,441,528,338,190
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,CYKLER + KNALLERTER I ALT,652,526,193,130,122,183,194,319,468,539,348,200
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,LADCYKLER,8,15,11,10,7,10,13,17,27,11,10,10
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,"LASTBILER, 2 aksler",19,11,6,13,4,8,11,16,3,3,0,0
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,"LASTBILER, 3 aksler",5,4,5,2,4,6,2,3,1,1,2,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,"LASTBILER, 4 - flere aksler",8,11,12,13,15,3,7,3,4,3,1,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,MOTORCYKLER,6,7,8,3,4,2,6,7,11,15,9,14
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,PERSONBILER,841,897,574,557,609,673,701,879,1126,1108,926,728
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2022,"VAREVOGNE (MAX. 3,5 T)",265,199,159,166,172,166,185,195,222,140,101,84
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,A+B: KØRETØJER I ALT,1120,1034,806,817,821,914,943,1169,1282,1147,1093,884
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,A: LET TRAFIK I ALT,1061,970,754,761,773,875,881,1115,1240,1096,1055,847
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,ANDRE BUSSER,9,7,1,0,4,3,1,3,4,9,3,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,B: TUNG TRAFIK I ALT,59,64,52,56,48,39,62,54,42,51,38,37
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,BUSSER I FAST RUTE,30,31,26,25,28,24,27,31,27,33,30,31
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,CYKLER + KNALLERTER,507,467,151,106,109,169,180,284,402,510,310,181
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,CYKLER + KNALLERTER I ALT,516,482,165,111,110,175,186,292,420,528,313,186
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,LADCYKLER,9,15,14,5,1,6,6,8,18,18,3,5
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,"LASTBILER, 2 aksler",5,12,8,12,7,3,17,9,4,3,3,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,"LASTBILER, 3 aksler",7,4,10,10,3,3,5,3,4,3,0,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,"LASTBILER, 4 - flere aksler",8,10,7,9,6,6,12,8,3,3,2,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,MOTORCYKLER,11,5,4,6,5,8,5,1,13,12,11,17
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,PERSONBILER,842,802,582,597,610,688,708,932,1034,976,963,761
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2023,"VAREVOGNE (MAX. 3,5 T)",208,163,168,158,158,179,168,182,193,108,81,69
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,A+B: KØRETØJER I ALT,1135,1254,866,778,886,876,939,1024,1235,1176,1064,867
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,A: LET TRAFIK I ALT,1071,1179,814,734,843,831,885,982,1204,1145,1033,842
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,ANDRE BUSSER,3,2,5,1,2,0,7,2,1,0,1,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,B: TUNG TRAFIK I ALT,64,75,52,44,43,45,54,42,31,31,31,25
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,BUSSER I FAST RUTE,24,23,19,14,18,13,18,20,21,24,22,19
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,CYKLER + KNALLERTER,482,371,129,83,148,127,151,197,344,440,275,186
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,CYKLER + KNALLERTER I ALT,484,375,133,83,148,128,153,199,346,441,275,191
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,LADCYKLER,2,4,4,0,0,1,2,2,2,1,0,5
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,"LASTBILER, 2 aksler",26,16,11,14,11,13,17,12,4,5,4,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,"LASTBILER, 3 AKSLER",8,14,5,8,3,5,3,2,2,0,2,1
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,"LASTBILER, 4 - flere aksler",3,20,12,7,9,14,9,6,3,2,2,2
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,MOTORCYKLER,10,10,4,6,4,7,12,15,17,13,15,17
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,PERSONBILER,785,874,562,528,621,622,673,781,1001,983,896,746
16,GL. KØGE LANDEVEJ 220A s.f. Vigerslevvej,2013,"VAREVOGNE (MAX. 3,5 T)",276,295,248,200,218,202,200,186,186,149,122,79
17,GOTHERSGADE sø.f. Søtorvet,2014,A+B: KØRETØJER I ALT,372,375,437,331,306,384,393,401,389,382,367,284
17,GOTHERSGADE sø.f. Søtorvet,2014,A: LET TRAFIK I ALT,353,354,415,312,292,369,381,383,377,376,361,278
17,GOTHERSGADE sø.f. Søtorvet,2014,ANDRE BUSSER,2,2,2,0,0,2,3,1,4,0,0,0
17,GOTHERSGADE sø.f. Søtorvet,2014,B: TUNG TRAFIK I ALT,19,21,22,19,14,15,12,18,12,6,6,6
17,GOTHERSGADE sø.f. Søtorvet,2014,BUSSER I FAST RUTE,5,8,5,7,7,7,5,7,6,3,5,5
17,GOTHERSGADE sø.f. Søtorvet,2014,CYKLER + KNALLERTER,811,1702,816,516,484,590,679,741,1289,1715,1740,1111
17,GOTHERSGADE sø.f. Søtorvet,2014,CYKLER + KNALLERTER I ALT,822,1730,830,535,497,603,687,758,1312,1752,1753,1122
17,GOTHERSGADE sø.f. Søtorvet,2014,LADCYKLER,11,28,14,19,13,13,8,17,23,37,13,11
17,GOTHERSGADE sø.f. Søtorvet,2014,"LASTBILER, 2 aksler",5,8,10,6,3,5,3,6,1,2,0,1
17,GOTHERSGADE sø.f. Søtorvet,2014,"LASTBILER, 3 AKSLER",6,3,1,0,1,0,0,2,1,0,0,0
17,GOTHERSGADE sø.f. Søtorvet,2014,"LASTBILER, 4 - flere aksler",1,0,4,6,3,1,1,2,0,1,1,0
17,GOTHERSGADE sø.f. Søtorvet,2014,MOTORCYKLER,7,8,8,2,3,5,7,5,9,4,12,7
17,GOTHERSGADE sø.f. Søtorvet,2014,PERSONBILER,236,265,284,193,185,256,254,252,274,320,309,241
17,GOTHERSGADE sø.f. Søtorvet,2014,"VAREVOGNE (MAX. 3,5 T)",110,81,123,117,104,108,120,126,94,52,40,30
17,GOTHERSGADE sø.f. Søtorvet,2018,A+B: KØRETØJER I ALT,350,305,366,287,289,328,298,325,324,313,313,254
17,GOTHERSGADE sø.f. Søtorvet,2018,A: LET TRAFIK I ALT,341,296,352,274,280,322,293,322,323,313,313,254
17,GOTHERSGADE sø.f. Søtorvet,2018,ANDRE BUSSER,0,1,4,2,0,2,3,0,0,0,0,0
17,GOTHERSGADE sø.f. Søtorvet,2018,B: TUNG TRAFIK I ALT,9,9,14,13,9,6,5,3,1,0,0,0
17,GOTHERSGADE sø.f. Søtorvet,2018,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
17,GOTHERSGADE sø.f. Søtorvet,2018,CYKLER + KNALLERTER,755,1900,783,440,422,521,468,664,1243,1893,1680,1133
17,GOTHERSGADE sø.f. Søtorvet,2018,CYKLER + KNALLERTER I ALT,768,1940,796,449,436,533,482,683,1285,1942,1709,1151
17,GOTHERSGADE sø.f. Søtorvet,2018,LADCYKLER,13,40,13,9,14,12,14,19,42,49,29,18
17,GOTHERSGADE sø.f. Søtorvet,2018,"LASTBILER, 2 aksler",4,3,5,9,8,2,0,1,0,0,0,0
17,GOTHERSGADE sø.f. Søtorvet,2018,"LASTBILER, 3 aksler",1,3,2,1,1,1,0,1,0,0,0,0
17,GOTHERSGADE sø.f. Søtorvet,2018,"LASTBILER, 4 - flere aksler",4,2,3,1,0,1,2,1,1,0,0,0
17,GOTHERSGADE sø.f. Søtorvet,2018,MOTORCYKLER,4,3,2,1,2,0,3,5,3,6,2,2
17,GOTHERSGADE sø.f. Søtorvet,2018,PERSONBILER,232,237,242,189,187,217,202,245,255,265,284,237
17,GOTHERSGADE sø.f. Søtorvet,2018,"VAREVOGNE (MAX. 3,5 T)",105,56,108,84,91,105,88,72,65,42,27,15
17,GOTHERSGADE sø.f. Søtorvet,2019,A+B: KØRETØJER I ALT,292,372,281,297,324,312,295,321,308,308,320,229
17,GOTHERSGADE sø.f. Søtorvet,2019,A: LET TRAFIK I ALT,276,353,259,284,308,295,282,308,291,298,310,223
17,GOTHERSGADE sø.f. Søtorvet,2019,ANDRE BUSSER,2,2,1,0,2,2,0,1,6,1,1,0
17,GOTHERSGADE sø.f. Søtorvet,2019,B: TUNG TRAFIK I ALT,16,19,22,13,16,17,13,13,17,10,10,6
17,GOTHERSGADE sø.f. Søtorvet,2019,BUSSER I FAST RUTE,8,10,11,8,7,8,9,8,9,8,9,6
17,GOTHERSGADE sø.f. Søtorvet,2019,CYKLER + KNALLERTER,689,1759,803,476,452,509,582,706,1383,1699,1643,1095
17,GOTHERSGADE sø.f. Søtorvet,2019,CYKLER + KNALLERTER I ALT,719,1819,841,500,482,538,604,733,1419,1750,1692,1125
17,GOTHERSGADE sø.f. Søtorvet,2019,EL-LØBEHJUL O.L.,7,5,12,4,13,12,5,6,6,10,19,12
17,GOTHERSGADE sø.f. Søtorvet,2019,LADCYKLER,23,55,26,20,17,17,17,21,30,41,30,18
17,GOTHERSGADE sø.f. Søtorvet,2019,"LASTBILER, 2 aksler",2,4,9,4,5,4,3,3,2,1,0,0
17,GOTHERSGADE sø.f. Søtorvet,2019,"LASTBILER, 3 aksler",2,1,0,0,1,3,1,0,0,0,0,0
17,GOTHERSGADE sø.f. Søtorvet,2019,"LASTBILER, 4 - flere aksler",2,2,1,1,1,0,0,1,0,0,0,0
17,GOTHERSGADE sø.f. Søtorvet,2019,PERSONBILER + MC,193,271,179,195,197,215,202,225,234,274,280,205
17,GOTHERSGADE sø.f. Søtorvet,2019,"VAREVOGNE (MAX. 3,5 T)",83,82,80,89,111,80,80,83,57,24,30,18
17,GOTHERSGADE sø.f. Søtorvet,2013,A+B: KØRETØJER I ALT,285,349,340,290,306,308,281,302,289,348,337,249
17,GOTHERSGADE sø.f. Søtorvet,2013,A: LET TRAFIK I ALT,272,336,327,276,294,297,271,287,271,338,327,243
17,GOTHERSGADE sø.f. Søtorvet,2013,ANDRE BUSSER,1,2,1,1,1,2,1,2,3,1,1,0
